date	from	text
2024-11-24T20:36:16	Бобылев Паша	Митяй, накинь пару комплиментов на французском) тут рядом две сидят симпатичные
2024-11-24T20:38:56	Бобылев Паша	За яйца оттяну, запомнил технику хватки дракона)
2024-11-24T20:39:06	Бобылев Паша	Могу и вас обучить
2024-11-24T21:37:04	Бобылев Паша	
2024-11-25T01:08:20	Dmitry Децина/M	Ой я поздно прочитал, братиш.
2024-11-25T01:09:12	Dmitry Децина/M	И тут два варианта: либо они уже ушли и тебе  комплименты на французском уже ни к чему, либо вы уже спите вместе, и тогда комплименты уже тоже особо не нужны :)
2024-11-25T01:10:28	Dmitry Децина/M	Одна себе, две - француженкам?
2024-11-25T05:11:42	Шмелёв Данил	Что это?
2024-11-25T09:56:35	Alexander	Ты сравнил конечно Амурскую обл. - тайга считай. И НСО. Там бы я подумал 10 раз, заходить в лес или нет)
2024-11-25T09:57:40	Alexander	
2024-11-25T10:08:37	Шмелёв Данил	Видели волка
2024-11-25T10:08:50	Шмелёв Данил	
2024-11-25T10:09:18	Шмелёв Данил	Он ел другого волка на лежанке Волков, вместе с воронами
2024-11-25T10:09:47	Шмелёв Данил	А вот еще
2024-11-25T10:09:47	Шмелёв Данил	
2024-11-25T10:10:45	Alexander	Ну значит эта хуйня точно не ваш вариант))
2024-11-25T10:13:18	Шмелёв Данил	Это мы поняли уже
2024-11-25T10:13:31	Шмелёв Данил	Про тигра скорее в его фэйк
2024-11-25T10:13:54	Шмелёв Данил	Саня, тебя не хватает тут
2024-11-25T10:13:59	Шмелёв Данил	Го на проект?)
2024-11-25T10:14:14	Шмелёв Данил	Всех зову 😊
2024-11-25T10:22:31	Бобылев Паша	Почему фэйк думаешь? Они по-моему обитают в тех местах или закончились?
2024-11-25T10:26:46	Бобылев Паша	Не успел вспомнить школьную программу и они ушли конечно без заслуженных комплиментов)
2024-11-25T10:37:47	Леха Писаренко	Бонжур ёпта - вот так говори в следующий раз)
2024-11-25T10:39:03	Бобылев Паша	Записал 📝 Алексей полиглотов)
2024-11-25T10:43:19	Alexander	Tu as un beau cul.
2024-11-25T10:48:11	Бобылев Паша	Это уже по теме, как нежно на французском звучит
2024-11-25T10:49:18	Леха Писаренко	Ты только через переводчик пропускай фразы, которые тебе тут насоветуют )
2024-11-25T10:51:32	Бобылев Паша	😂
2024-11-25T10:52:08	Леха Писаренко	Ну, а прикинь у них есть русские корни? ) Сразу бы задружились
2024-11-25T11:00:25	Шмелёв Данил	Обитают, но редкие они
2024-11-25T11:00:58	Шмелёв Данил	И это видео уже завирусилось со ссылкой на разные регионы
2024-11-25T11:01:17	Шмелёв Данил	Охот надзор написали, что следов не нашли и это фэйк
2024-11-25T11:09:12	Alexander	🙈 Сани у Сани
2024-11-25T11:48:08	Бобылев Паша	Купил?
2024-11-25T11:49:09	Бобылев Паша	Я погуглил, тигры на юго востоке обитают, в ваших краях нет, да и количество там одной сотней ограничено, на грани вымирания
2024-11-25T11:50:09	Alexander	Да, буду восстанавливать.
2024-11-25T11:51:00	Бобылев Паша	Как у деда мороза)
2024-11-25T13:22:31	Шмелёв Данил	Это что?
2024-11-25T13:23:13	Бобылев Паша	Джоинты с травкой) ты чего, в тайге живешь чтоли?
2024-11-25T13:23:41	Леха Писаренко	Че там 3 разных вида?
2024-11-25T13:25:00	Бобылев Паша	Да, три разных гибрида
2024-11-25T13:26:08	Шмелёв Данил	Оказывается в тайге )
2024-11-25T13:26:27	Шмелёв Данил	Не видел таких раньше, разное действие?
2024-11-25T17:46:29	Бобылев Паша	Конечно, все разное
2024-11-25T18:33:00	Бобылев Паша	
2024-11-25T20:04:33	Бобылев Паша	
2024-11-25T20:27:07	Бобылев Паша	
2024-11-25T20:27:29	Леха Писаренко	Куда собрался?
2024-11-25T20:34:44	Бобылев Паша	Chiang Mai
2024-11-25T20:36:35	Леха Писаренко	Туда самолеты летают
2024-11-25T20:36:37	Леха Писаренко	С Бангкока
2024-11-25T20:43:33	Бобылев Паша	Больше 100 долларов билет
2024-11-25T20:43:42	Бобылев Паша	На автобусе 30
2024-11-25T21:02:24	Бобылев Паша	Но если заранее покупать, то около 50ти будет
2024-11-25T21:06:22	Леха Писаренко	Ночь будешь ехать?
2024-11-25T21:08:33	Бобылев Паша	Да, но это вип автобус, по ряду кресел с каждой стороны, письменный стол, зарядки, кондиционер, три фонарика)
2024-11-25T21:20:43	Леха Писаренко	Круче чем бизнес в Этихаде )
2024-11-26T10:30:40	Alexander	Андрюх, Мих клещи мои сожгли или не успели?
2024-11-26T10:31:17	Alexander	Мне нужны струбцины на пару недель. Можете выделить сколько-нибудь штук?
2024-11-26T14:30:17	Миша Трофимюк	Клещи живые, струбцины какие надо? F? G? Ручные?
2024-11-26T14:43:17	Alexander	Лучше F наверно
2024-11-26T14:43:51	Alexander	200-300 мм хотя бы чтоб зажимали
2024-11-26T14:44:17	Alexander	200 мало даже..
2024-11-26T14:52:45	Миша Трофимюк	Таких нет
2024-11-26T14:53:25	Миша Трофимюк	Тебе тогда ручные подойдут, но они для фиксации а не для того чтобы усилием сжимать
2024-11-26T15:03:10	Alexander	мне проклеить надо, и поджать просто надо.
2024-11-26T15:03:21	Alexander	надо надо
2024-11-26T15:33:00	Миша Трофимюк	Постараюсь не забыть, сколько тебе?
2024-11-26T15:48:27	Alexander	3-4 если можно
2024-11-26T17:46:32	Бобылев Паша	
2024-11-26T18:01:39	Бобылев Паша	
2024-11-26T18:07:18	Бобылев Паша	
2024-11-26T18:56:25	Бобылев Паша	
2024-11-26T19:19:19	Dmitry Децина/M	В трубе вентилятор фигачит?
